Application_ID,Applicant_ID,Business_Sector,Business_Location,Business_Age,Number_of_Employees,Annual_Revenue,Application_Date,Monthly_Income,Monthly_Expenses,Cash_Flow,Loan_Amount,Loan_Tenure,Existing_Debt,Collateral_Value,Debt_to_Income,DSCR,Credit_History,Previous_Default,Previous_Loan_Count,Previous_Late_Payment,Credit_Score,Application_Status,Rejection_Reason,Processing_Time,Default_Flag,Days_Past_Due,Repayment_Status
APP00133,SME00133,Manufacturing,Sylhet,4,9,1822901,2026-05-04,34898,22226,12672,669000,36,95231,660671,0.76,0.68,3.5,0,2,2,617,Rejected,Insufficient collateral,9.7,NA,NA,NA
APP00134,SME00134,Agriculture,Khulna,4.6,3,6096332,2025-02-15,133700,88758,44942,1440000,24,511652,1184042,0.77,0.75,4.5,0,2,1,642,Rejected,Insufficient collateral,11.2,NA,NA,NA
APP00135,SME00135,Services,Khulna,10.2,8,1292674,2026-05-09,27496,13316,14180,584000,60,41338,542079,0.48,1.46,9.3,0,7,0,660,Approved,NA,4.6,0,0,Current
APP00136,SME00136,Manufacturing,Khulna,3.4,6,1022312,2024-04-11,17204,9633,7571,347000,60,211172,523003,1.36,1.31,2.7,0,1,0,679,Rejected,High debt-to-income,11.9,NA,NA,NA
APP00137,SME00137,Services,Sylhet,3.2,6,2899353,2026-05-18,82446,54982,27464,1512000,48,133535,1099928,0.52,0.87,2,0,3,2,643,Rejected,Insufficient collateral,19.8,NA,NA,NA
APP00138,SME00138,Trading,Sylhet,3.4,3,1389044,2025-01-29,32307,24514,7793,672000,12,800066,520653,3.8,0.3,2,0,1,0,618,Rejected,High debt-to-income,6.7,NA,NA,NA
APP00139,SME00139,Services,Dhaka,5.6,5,1371399,2024-11-12,28284,12904,15380,479000,36,27373,359770,0.55,1.16,4.9,0,0,1,579,Rejected,Insufficient collateral,8.8,NA,NA,NA
APP00140,SME00140,Manufacturing,Chattogram,7.2,5,2147307,2025-08-24,36958,30771,6187,357000,12,2046163,274161,5.42,0.3,4.6,0,2,1,599,Rejected,High debt-to-income,5.5,NA,NA,NA
APP00141,SME00141,Trading,Chattogram,7.2,4,1453714,2024-06-07,38730,21846,16884,477000,36,438843,585733,1.29,1.27,5.5,0,3,0,623,Rejected,High debt-to-income,10,NA,NA,NA
APP00142,SME00142,Trading,Khulna,0.9,11,1116231,2025-08-01,18957,13315,5642,277000,12,308503,431010,2.57,0.3,0.8,1,1,1,511,Rejected,Previous default record,5.3,NA,NA,NA
APP00143,SME00143,Retail,Rajshahi,3.1,19,1605502,2024-02-09,26067,19948,6119,916000,36,362849,707933,2.14,0.3,2.9,0,0,0,596,Rejected,High debt-to-income,8.9,NA,NA,NA
APP00144,SME00144,Services,Dhaka,0.8,13,2173572,2025-06-13,44582,30014,14568,414000,36,323165,445756,0.86,1.27,0.8,0,0,0,657,Rejected,High debt-to-income,14.6,NA,NA,NA
APP00145,SME00145,Services,Khulna,4.6,5,3431827,2025-08-30,63914,39256,24658,559000,60,50122,651515,0.21,2.65,2.5,0,1,0,616,Rejected,Incomplete documentation,16.3,NA,NA,NA
APP00146,SME00146,Services,Dhaka,18.9,19,1430565,2025-11-14,24055,10747,13308,729000,24,23915,907329,1.35,0.44,15.1,0,5,1,747,Rejected,High debt-to-income,4,NA,NA,NA
APP00147,SME00147,Trading,Khulna,5.6,6,1300061,2026-05-26,18246,13956,4290,346000,12,216596,411193,2.57,0.3,4.3,1,0,1,512,Rejected,Previous default record,10,NA,NA,NA
APP00148,SME00148,Textiles,Dhaka,0.8,12,3925781,2025-05-02,74186,57288,16898,785000,36,102254,483410,0.41,0.77,0.6,1,0,2,534,Rejected,Previous default record,9.1,NA,NA,NA
APP00149,SME00149,Retail,Sylhet,2.8,4,3250972,2024-05-04,72705,34611,38094,1883000,36,60275,1905315,0.79,0.73,1.9,0,0,2,554,Rejected,Incomplete documentation,4.5,NA,NA,NA
APP00150,SME00150,Trading,Rajshahi,2.4,6,1496096,2025-04-08,21869,11161,10708,643000,24,578111,548148,3.43,0.4,2.1,0,1,0,552,Rejected,High debt-to-income,7.6,NA,NA,NA
APP00151,SME00151,Services,Chattogram,12,7,2339857,2024-08-08,48922,20911,28011,991000,12,108956,766929,1.87,0.34,10,0,7,0,635,Rejected,Insufficient collateral,12.5,NA,NA,NA
APP00152,SME00152,Retail,Chattogram,4.8,5,2602744,2026-05-04,37324,26663,10661,600000,24,212945,783773,1.15,0.43,2.4,0,1,0,605,Rejected,Incomplete documentation,4.5,NA,NA,NA
APP00153,SME00153,Services,Barishal,5.5,2,2375880,2026-02-20,35867,28770,7097,1077000,48,101447,1613831,0.86,0.32,3.6,0,3,0,665,Approved,NA,3.8,0,0,Current
APP00154,SME00154,Retail,Sylhet,7.5,9,5071241,2024-05-10,71213,30922,40291,2783000,48,83955,3071575,0.91,0.69,7.2,0,6,0,700,Rejected,High debt-to-income,7.3,NA,NA,NA
APP00155,SME00155,Manufacturing,Barishal,5.2,12,680594,2025-12-26,9264,3914,5350,164000,48,398207,114374,3.95,1.57,5.1,1,2,4,443,Rejected,High debt-to-income,6.8,NA,NA,NA
APP00156,SME00156,Services,Chattogram,12,3,2864436,2025-03-17,35991,19439,16552,833000,48,282581,1079959,1.14,0.95,7.8,0,4,1,666,Rejected,High debt-to-income,6,NA,NA,NA
APP00157,SME00157,Trading,Chattogram,9.1,9,2894162,2024-07-24,36895,16629,20266,674000,48,658033,726776,1.87,1.44,6.6,0,10,2,569,Rejected,High debt-to-income,8.4,NA,NA,NA
APP00158,SME00158,Trading,Barishal,8.2,2,1590890,2024-05-30,42230,34456,7774,565000,60,93848,890043,0.41,0.83,6.3,0,4,0,630,Approved,NA,4.3,0,0,Current
APP00159,SME00159,Trading,Chattogram,4.7,5,1344625,2026-01-04,39009,22119,16890,776000,24,158974,943112,1.17,0.52,2.9,0,1,1,611,Rejected,High debt-to-income,7,NA,NA,NA
APP00160,SME00160,Manufacturing,Barishal,8.3,7,3614130,2024-01-08,96907,69276,27631,567000,60,42509,340763,0.13,2.92,5.7,0,2,0,702,Approved,NA,13.1,0,0,Current
APP00161,SME00161,Agriculture,Rajshahi,11.6,9,4522532,2025-01-14,58925,47464,11461,1286000,60,133157,970649,0.55,0.53,6.2,0,1,2,635,Rejected,Insufficient collateral,5.8,NA,NA,NA
APP00162,SME00162,Manufacturing,Sylhet,3.4,7,7059778,2024-02-11,152851,83486,69365,1329000,60,35169,1534358,0.16,3.13,2.6,0,2,0,692,Approved,NA,6.4,0,0,Current
APP00163,SME00163,Manufacturing,Chattogram,10.2,7,5530671,2024-11-07,136031,83516,52515,3022000,36,1083907,3385516,1.28,0.63,7.2,0,2,0,704,Rejected,High debt-to-income,5,NA,NA,NA
APP00164,SME00164,Trading,Sylhet,10.3,8,15716421,2025-08-30,233860,125143,108717,7647000,12,58578,7862737,2.75,0.3,8.9,0,8,0,602,Rejected,High debt-to-income,2.9,NA,NA,NA
APP00165,SME00165,Manufacturing,Khulna,4,11,3308057,2025-06-02,51374,22769,28605,774000,60,101807,616580,0.42,2.22,2,0,1,0,669,Approved,NA,4.2,0,0,Current
APP00166,SME00166,Trading,Sylhet,6.1,8,1664247,2024-04-22,35123,15600,19523,995000,12,239285,1243090,2.93,0.3,4,0,1,1,583,Rejected,High debt-to-income,7.7,NA,NA,NA
APP00167,SME00167,Retail,Khulna,6.9,9,3767326,2025-09-19,69088,44735,24353,1404000,12,89473,2101144,1.8,0.3,4.4,1,1,5,500,Rejected,Previous default record,2.9,NA,NA,NA
APP00168,SME00168,Retail,Barishal,13.4,5,867825,2025-11-14,11711,7590,4121,174000,24,154036,213336,1.72,0.57,13,0,7,0,678,Rejected,High debt-to-income,11.5,NA,NA,NA
APP00169,SME00169,Trading,Dhaka,5.1,33,5032270,2024-07-29,116154,56733,59421,2146000,48,806346,2194426,0.96,1.33,4.8,1,1,3,528,Rejected,Previous default record,4.3,NA,NA,NA
APP00170,SME00170,Trading,Barishal,5.9,13,1785902,2025-07-30,40950,34540,6410,926000,12,78790,632884,2.04,0.3,5.5,0,3,0,581,Rejected,High debt-to-income,2.8,NA,NA,NA
APP00171,SME00171,Services,Rajshahi,1.5,26,5701425,2026-01-14,163860,120016,43844,1045000,36,952145,1482378,0.66,1.51,1.2,0,0,0,602,Rejected,Incomplete documentation,5.4,NA,NA,NA
APP00172,SME00172,Retail,Dhaka,3.6,10,6126902,2025-06-25,124694,97861,26833,2149000,12,285151,3345711,1.63,0.3,3.4,0,3,0,642,Rejected,High debt-to-income,18.6,NA,NA,NA
APP00173,SME00173,Retail,Sylhet,4.8,4,2798189,2025-11-28,50733,37971,12762,1651000,48,446445,1111603,1.41,0.37,3.9,0,3,0,540,Rejected,Insufficient collateral,8.8,NA,NA,NA
APP00174,SME00174,Retail,Chattogram,6.2,10,1963544,2026-06-11,30837,16044,14793,312000,36,428991,260982,1.44,1.71,4,0,2,0,691,Rejected,Insufficient collateral,4.7,NA,NA,NA
APP00175,SME00175,Retail,Sylhet,3.6,25,820393,2025-10-16,17607,14632,2975,220000,12,215833,305489,2.06,0.3,2.9,0,2,2,582,Rejected,High debt-to-income,1,NA,NA,NA
APP00176,SME00176,Trading,Rajshahi,5.1,11,716988,2024-12-26,20842,10081,10761,175000,12,35181,257111,0.84,0.74,4,0,3,0,660,Rejected,High debt-to-income,5.1,NA,NA,NA
APP00177,SME00177,Services,Barishal,1.7,12,1121723,2025-07-17,15866,10622,5244,373000,36,232556,322384,1.87,0.51,1.4,0,0,0,552,Rejected,Insufficient collateral,8.3,NA,NA,NA
APP00178,SME00178,Manufacturing,Dhaka,1.7,19,2151465,2024-09-28,45727,31244,14483,732000,60,1144467,859193,2.35,1.19,1,0,0,0,659,Rejected,High debt-to-income,6.2,NA,NA,NA
APP00179,SME00179,Services,Barishal,1.9,7,1694328,2026-03-22,45667,35411,10256,589000,36,424857,656163,1.13,0.63,1.1,0,1,1,610,Rejected,High debt-to-income,2.2,NA,NA,NA
APP00180,SME00180,Services,Barishal,5.1,7,1083416,2025-01-23,28546,19354,9192,552000,12,1480245,711700,5.93,0.3,2.6,0,0,0,500,Rejected,High debt-to-income,11,NA,NA,NA
APP00181,SME00181,Agriculture,Barishal,6.6,2,1291553,2024-09-21,21936,16284,5652,738000,36,40606,916171,1.09,0.3,5.6,0,0,0,708,Rejected,High debt-to-income,7.3,NA,NA,NA
APP00182,SME00182,Agriculture,Barishal,11,11,792035,2025-02-17,16610,11512,5098,131000,48,319745,126087,1.77,1.87,10.5,0,5,0,676,Approved,NA,12.5,0,0,Current
APP00183,SME00183,Retail,Khulna,1,23,533173,2025-01-11,9864,7783,2081,197000,12,271764,311131,3.96,0.3,0.8,1,0,3,522,Rejected,High debt-to-income,8.3,NA,NA,NA
APP00184,SME00184,Trading,Dhaka,8,5,2131608,2025-09-08,30611,22314,8297,1036000,60,153368,1575305,0.98,0.48,5,0,0,0,675,Rejected,High debt-to-income,5.5,NA,NA,NA
APP00185,SME00185,Services,Dhaka,1.6,3,2254382,2026-03-14,60290,31041,29249,775000,36,241100,519551,0.69,1.36,0.9,0,1,0,572,Approved,NA,2.2,0,0,Current
APP00186,SME00186,Services,Khulna,3,26,5658698,2025-11-19,144022,97522,46500,2609000,24,281341,3277212,0.92,0.43,2,0,1,0,640,Rejected,High debt-to-income,5.3,NA,NA,NA
APP00187,SME00187,Agriculture,Rajshahi,12,29,1512924,2025-05-18,43320,29587,13733,364000,12,442949,349471,1.55,0.45,10.7,0,8,1,648,Rejected,Insufficient collateral,4.8,NA,NA,NA
APP00188,SME00188,Services,Sylhet,1.8,6,2816377,2025-12-21,54361,21759,32602,968000,48,57712,737067,0.46,1.62,1,0,2,0,611,Rejected,Insufficient collateral,8,NA,NA,NA
APP00189,SME00189,Trading,Sylhet,4.1,9,3761489,2024-07-08,53156,36762,16394,685000,12,201299,1008703,1.39,0.3,2.8,1,2,0,561,Rejected,Previous default record,7.7,NA,NA,NA
APP00190,SME00190,Retail,Khulna,9.2,21,9345508,2024-05-03,243497,191433,52064,4952000,24,65097,4693666,0.87,0.3,5.9,0,5,0,639,Rejected,Insufficient collateral,9.5,NA,NA,NA
APP00191,SME00191,Trading,Sylhet,5.5,16,1506304,2025-04-08,31806,17960,13846,269000,36,93211,216852,0.48,1.85,4.6,0,5,0,672,Approved,NA,9.9,0,0,Current
APP00192,SME00192,Services,Khulna,15.6,3,1190522,2024-05-09,25855,21600,4255,620000,12,431693,766780,3.39,0.3,12.8,0,10,2,663,Rejected,High debt-to-income,20.7,NA,NA,NA
APP00193,SME00193,Trading,Dhaka,18.3,3,3973402,2024-01-14,75548,42247,33301,2378000,36,29394,1740383,0.91,0.5,13.5,0,9,0,674,Rejected,Insufficient collateral,14.1,NA,NA,NA
APP00194,SME00194,Trading,Rajshahi,9.2,3,1683384,2025-11-27,44648,36523,8125,382000,60,267285,342562,0.64,1.28,5.6,0,1,0,711,Approved,NA,4.8,0,0,Current
APP00195,SME00195,Trading,Barishal,14.1,18,2388099,2024-02-23,69503,55155,14348,1155000,36,45812,1346399,0.52,0.45,11.3,0,8,1,751,Approved,NA,12.2,0,0,Current
APP00196,SME00196,Trading,Barishal,13.8,12,1664496,2026-03-17,38246,16075,22171,700000,60,75227,720530,0.47,1.9,8.9,1,7,0,719,Approved,NA,7.1,0,0,Current
APP00197,SME00197,Manufacturing,Rajshahi,0.4,24,759365,2025-10-22,12605,7154,5451,401000,60,181338,506113,1.73,0.82,0.3,1,1,3,516,Rejected,Previous default record,8.5,NA,NA,NA
APP00198,SME00198,Trading,Rajshahi,13.5,18,2021009,2024-02-15,33831,14899,18932,611000,60,47965,968144,0.42,1.86,10.3,0,2,1,618,Approved,NA,4.4,0,0,Current
APP00199,SME00199,Services,Rajshahi,0.6,2,1356321,2024-01-02,33356,20521,12835,767000,24,47438,626049,1.08,0.4,0.4,0,0,1,700,Rejected,Insufficient collateral,13.6,NA,NA,NA
APP00200,SME00200,Services,Barishal,2.6,2,3943238,2024-04-24,65738,32653,33085,851000,36,273170,844259,0.71,1.4,2.6,1,1,1,625,Rejected,Previous default record,8.4,NA,NA,NA
APP00201,SME00201,Agriculture,Rajshahi,3.7,8,609587,2024-12-22,17355,8335,9020,314000,24,211451,228687,1.77,0.69,1.9,0,2,0,632,Rejected,Insufficient collateral,7.4,NA,NA,NA
APP00202,SME00202,Manufacturing,Chattogram,4.9,1,847554,2024-06-23,17556,13322,4234,151000,48,118653,222387,0.74,1.35,2.6,0,0,0,591,Rejected,High debt-to-income,4.8,NA,NA,NA
APP00203,SME00203,Services,Chattogram,4.5,8,990787,2025-06-23,19894,12708,7186,266000,60,226614,386960,1.17,1.62,4.2,0,4,1,677,Rejected,Incomplete documentation,2.4,NA,NA,NA
APP00204,SME00204,Retail,Rajshahi,2.2,2,891496,2025-02-11,15501,12280,3221,294000,24,307751,378520,2.44,0.3,2.1,0,3,0,534,Rejected,High debt-to-income,20.4,NA,NA,NA
APP00205,SME00205,Trading,Barishal,2.5,11,2144883,2025-06-29,62520,25856,36664,1269000,12,345052,1512768,2.15,0.35,2,0,0,0,611,Rejected,High debt-to-income,23.3,NA,NA,NA
APP00206,SME00206,Retail,Barishal,5.7,2,3140186,2025-12-07,58117,25402,32715,1644000,60,218560,2418744,0.78,1.19,3.2,0,5,0,620,Rejected,High debt-to-income,11.5,NA,NA,NA
APP00207,SME00207,Textiles,Sylhet,1,10,1682430,2026-01-13,26158,21764,4394,771000,48,4849418,590684,16.06,0.3,0.7,1,1,1,477,Rejected,High debt-to-income,9.8,NA,NA,NA
APP00208,SME00208,Retail,Rajshahi,2,17,1943309,2024-09-21,41221,19911,21310,742000,12,743430,897753,3,0.34,1.1,0,0,1,533,Rejected,High debt-to-income,9,NA,NA,NA
APP00209,SME00209,Trading,Barishal,4.3,12,3334868,2025-11-04,64492,50043,14449,1798000,60,177339,1899749,0.69,0.48,2.5,0,0,0,665,Rejected,Incomplete documentation,3.7,NA,NA,NA
APP00210,SME00210,Trading,Chattogram,6.9,12,13663090,2025-06-20,301836,192462,109374,5411000,48,68942,6125989,0.39,0.97,4.3,0,1,1,629,Rejected,Incomplete documentation,10.6,NA,NA,NA
APP00211,SME00211,Manufacturing,Barishal,3.3,3,3666380,2024-06-02,49150,24297,24853,1057000,12,457912,824521,2.57,0.3,1.8,0,0,1,499,Rejected,High debt-to-income,9,NA,NA,NA
APP00212,SME00212,Manufacturing,Barishal,3.1,11,308602,2024-03-17,4826,2286,2540,62000,12,101464,85741,2.82,0.49,2.8,0,0,0,564,Rejected,High debt-to-income,13.6,NA,NA,NA
APP00213,SME00213,Retail,Chattogram,1.6,6,1274876,2026-03-10,20401,9228,11173,533000,36,166232,627805,1.4,0.75,0.9,0,0,0,543,Rejected,High debt-to-income,8.5,NA,NA,NA
APP00214,SME00214,Trading,Chattogram,3,6,1012841,2025-12-30,18799,8888,9911,407000,24,552402,514832,3.35,0.58,2.5,0,1,0,610,Rejected,High debt-to-income,8.1,NA,NA,NA
APP00215,SME00215,Retail,Dhaka,3.8,5,1051296,2026-04-15,22751,10981,11770,234000,60,186944,173780,0.86,3.02,3.6,0,4,0,652,Rejected,Insufficient collateral,4,NA,NA,NA
APP00216,SME00216,Services,Khulna,20.9,18,18733953,2026-02-04,280594,199415,81179,9732000,12,39371,6878078,2.9,0.3,11.3,0,4,1,727,Rejected,High debt-to-income,8.7,NA,NA,NA
APP00217,SME00217,Manufacturing,Rajshahi,0.2,9,4608461,2024-10-09,75276,57104,18172,1243000,12,7290,1170240,1.38,0.3,0.1,0,0,1,540,Rejected,Insufficient collateral,6.6,NA,NA,NA
APP00218,SME00218,Retail,Chattogram,1.6,16,833349,2024-03-29,21646,12267,9379,269000,12,482630,350038,2.89,0.42,0.8,0,0,1,588,Rejected,High debt-to-income,8.4,NA,NA,NA
APP00219,SME00219,Manufacturing,Chattogram,3.1,4,1368700,2025-12-22,21352,9176,12176,630000,24,324055,457417,2.49,0.46,2.3,0,2,0,641,Rejected,High debt-to-income,2.9,NA,NA,NA
APP00220,SME00220,Agriculture,Khulna,3.1,15,1287187,2025-10-05,31475,12865,18610,298000,24,272143,325134,1.12,1.5,3,0,3,0,655,Rejected,High debt-to-income,9.4,NA,NA,NA
APP00221,SME00221,Retail,Khulna,13.1,6,9332196,2025-01-11,257227,153129,104098,2723000,24,647926,3396491,0.65,0.92,8.9,0,2,1,604,Rejected,Incomplete documentation,5.5,NA,NA,NA
APP00222,SME00222,Trading,Sylhet,9,7,7594915,2024-10-06,111448,53190,58258,2297000,48,163470,2272460,0.55,1.22,8.4,0,3,0,676,Rejected,Insufficient collateral,2.2,NA,NA,NA
APP00223,SME00223,Manufacturing,Khulna,5.5,5,606693,2025-08-27,12584,9579,3005,291000,12,287003,432812,3.83,0.3,5,0,3,0,634,Rejected,High debt-to-income,7.9,NA,NA,NA
APP00224,SME00224,Textiles,Barishal,7.3,3,643619,2025-03-26,18765,15407,3358,383000,36,154934,412237,1.25,0.32,5.1,0,5,0,660,Rejected,High debt-to-income,7,NA,NA,NA
APP00225,SME00225,Retail,Sylhet,2.8,7,8463006,2024-01-17,147319,79422,67897,3954000,12,229445,2602993,2.37,0.3,2.5,0,2,0,575,Rejected,High debt-to-income,3.3,NA,NA,NA
APP00226,SME00226,Services,Chattogram,13.3,8,3783611,2025-11-29,97632,78068,19564,1191000,48,435148,964307,0.63,0.79,8.1,1,5,3,612,Rejected,Previous default record,3.6,NA,NA,NA
APP00227,SME00227,Retail,Chattogram,6,9,860745,2026-08-13,11755,8020,3735,320000,24,134949,261556,2.09,0.3,3.2,0,2,0,646,Rejected,High debt-to-income,7.7,NA,NA,NA
APP00228,SME00228,Trading,Rajshahi,4.1,15,2225570,2026-07-25,60615,50957,9658,524000,24,2496927,452228,3.79,0.44,2.6,0,2,1,614,Rejected,High debt-to-income,5.8,NA,NA,NA
APP00229,SME00229,Trading,Dhaka,1.9,11,1314311,2025-06-30,27108,12035,15073,634000,48,1327371,417605,4.57,1.14,1.7,0,1,1,550,Rejected,High debt-to-income,6.1,NA,NA,NA
APP00230,SME00230,Trading,Sylhet,10.5,32,1636474,2025-10-04,42034,26189,15845,270000,60,106615,406689,0.32,3.52,6.1,1,1,1,626,Approved,NA,13.1,0,0,Current
APP00231,SME00231,Retail,Barishal,6.1,13,645307,2026-06-08,11242,7040,4202,345000,60,1955754,521821,15.01,0.73,3.9,0,2,0,661,Rejected,High debt-to-income,5.3,NA,NA,NA
APP00232,SME00232,Trading,Dhaka,21.1,2,1748767,2024-05-07,37123,22725,14398,453000,48,197580,334959,0.7,1.53,17,0,10,0,763,Rejected,Insufficient collateral,12,NA,NA,NA
APP00233,SME00233,Retail,Barishal,12,3,2830493,2025-11-03,67171,50859,16312,892000,60,39018,1185251,0.27,1.1,7,0,2,0,692,Approved,NA,3.4,0,0,Current
APP00234,SME00234,Trading,Chattogram,2,6,1959306,2025-02-21,32013,19259,12754,1078000,24,165089,1215101,1.83,0.3,1.3,0,1,0,555,Rejected,High debt-to-income,4.6,NA,NA,NA
APP00235,SME00235,Textiles,Khulna,10.2,32,4137868,2024-08-29,118381,67543,50838,1431000,60,108451,1335800,0.28,2.13,5.6,0,2,0,688,Approved,NA,3.9,0,0,Current
APP00236,SME00236,Services,Barishal,2.3,5,1526509,2024-08-10,33007,13893,19114,377000,12,123587,553276,1.26,0.61,1.8,0,0,0,646,Rejected,High debt-to-income,8.5,NA,NA,NA
APP00237,SME00237,Trading,Chattogram,2.2,41,2819556,2025-01-22,44061,24053,20008,1344000,48,582720,1398055,1.74,0.71,1.4,0,2,0,649,Rejected,High debt-to-income,3.9,NA,NA,NA
APP00238,SME00238,Agriculture,Khulna,3.2,41,3508524,2026-01-30,55206,34498,20708,1123000,12,1428582,1033956,3.85,0.3,2.2,0,0,0,562,Rejected,High debt-to-income,9.5,NA,NA,NA
APP00239,SME00239,Manufacturing,Chattogram,16.2,9,2184545,2024-01-09,56917,34558,22359,345000,60,1287302,264642,1.99,3.89,11.2,0,14,1,670,Rejected,Insufficient collateral,2.2,NA,NA,NA
APP00240,SME00240,Retail,Khulna,3.2,3,890567,2025-07-18,24973,16870,8103,265000,24,212712,420289,1.15,0.73,2,0,0,0,650,Rejected,High debt-to-income,15.7,NA,NA,NA
APP00241,SME00241,Trading,Khulna,6.1,14,7148622,2024-11-27,108336,60853,47483,3202000,36,21165,3741538,0.84,0.53,4.5,0,2,0,631,Rejected,High debt-to-income,9.9,NA,NA,NA
APP00242,SME00242,Manufacturing,Barishal,17.8,6,1327894,2026-01-01,24695,18471,6224,240000,24,552799,276090,2.27,0.62,10.6,0,5,0,679,Rejected,High debt-to-income,8.5,NA,NA,NA
APP00243,SME00243,Trading,Chattogram,3.3,9,9401542,2024-01-02,197205,116451,80754,3831000,36,179893,4540191,0.62,0.76,2.2,1,2,1,608,Rejected,Previous default record,10.7,NA,NA,NA
APP00244,SME00244,Trading,Rajshahi,2.5,4,1773191,2026-08-18,48748,24050,24698,937000,48,125087,1362593,0.61,1.27,2.3,0,2,0,715,Rejected,Incomplete documentation,8.3,NA,NA,NA
APP00245,SME00245,Manufacturing,Chattogram,18,5,1678212,2026-02-07,22675,17158,5517,635000,60,288973,884492,1.53,0.52,12.7,1,9,2,604,Rejected,Previous default record,3,NA,NA,NA
APP00246,SME00246,Retail,Chattogram,9.8,2,713075,2026-06-08,19890,14037,5853,163000,36,923528,107135,4.1,1.29,6.8,0,5,1,635,Rejected,High debt-to-income,11.8,NA,NA,NA
APP00247,SME00247,Trading,Khulna,3.5,17,3123312,2026-04-24,45971,18395,27576,1233000,24,186256,1491045,1.46,0.54,2,0,0,0,630,Rejected,High debt-to-income,4.7,NA,NA,NA
APP00248,SME00248,Trading,Sylhet,5.3,6,1371583,2026-08-07,17993,7856,10137,684000,36,44148,459471,1.26,0.53,4.3,1,3,1,542,Rejected,Previous default record,3.1,NA,NA,NA
APP00249,SME00249,Retail,Dhaka,9,2,2247764,2025-03-19,49180,21643,27537,1108000,36,699155,1227901,1.81,0.89,7,0,4,3,647,Rejected,High debt-to-income,5.4,NA,NA,NA
APP00250,SME00250,Textiles,Barishal,12.5,7,2747426,2026-05-22,35145,27130,8015,499000,12,173151,308823,1.59,0.3,7,1,6,2,540,Rejected,Previous default record,4.8,NA,NA,NA
APP00251,SME00251,Retail,Chattogram,10.7,4,4421143,2025-07-06,109226,78442,30784,2413000,48,305242,2272217,0.69,0.61,10.5,0,5,2,723,Rejected,Insufficient collateral,7.7,NA,NA,NA
APP00252,SME00252,Trading,Rajshahi,2,38,2180885,2026-02-14,42707,34473,8234,905000,24,287069,936987,1.44,0.3,1.9,1,0,0,599,Rejected,Previous default record,9,NA,NA,NA
APP00253,SME00253,Trading,Barishal,4,12,583497,2026-06-27,15826,11148,4678,317000,36,470249,380835,3.03,0.53,3.7,0,4,0,592,Rejected,High debt-to-income,4.2,NA,NA,NA
APP00254,SME00254,Manufacturing,Sylhet,4.2,3,3632706,2024-01-24,51886,24341,27545,1909000,36,87138,2612855,1.16,0.52,3.3,0,2,0,616,Rejected,High debt-to-income,2,NA,NA,NA
APP00255,SME00255,Trading,Sylhet,2.1,1,599027,2025-05-29,16671,12593,4078,248000,48,852533,385568,4.57,0.79,2,0,1,0,538,Rejected,High debt-to-income,5.1,NA,NA,NA
APP00256,SME00256,Services,Chattogram,5.7,10,3190705,2025-09-26,51910,37495,14415,1703000,60,551774,1794335,1.43,0.51,4.8,0,4,0,625,Rejected,High debt-to-income,9.7,NA,NA,NA
APP00257,SME00257,Trading,Rajshahi,5.3,10,3270435,2025-06-27,88759,39141,49618,1604000,24,233426,2315406,0.97,0.74,2.8,0,1,0,607,Rejected,Incomplete documentation,6.5,NA,NA,NA
APP00258,SME00258,Manufacturing,Chattogram,1.5,6,1329445,2024-11-29,29435,18222,11213,546000,24,89557,346046,1.03,0.49,1.1,0,0,1,573,Rejected,Insufficient collateral,3.2,NA,NA,NA
APP00259,SME00259,Manufacturing,Sylhet,5.6,11,2030154,2025-04-07,36815,15149,21666,1180000,36,176985,1156943,1.29,0.66,3.5,0,3,0,613,Rejected,Insufficient collateral,4.2,NA,NA,NA
APP00260,SME00260,Manufacturing,Rajshahi,16.2,3,850404,2025-05-09,12533,6526,6007,263000,48,54928,262321,0.8,1.1,13.1,1,12,5,524,Rejected,Previous default record,4.7,NA,NA,NA
APP00261,SME00261,Services,Sylhet,3.3,8,2026904,2024-09-11,38651,30778,7873,767000,12,1533859,1175411,4.96,0.3,2.7,0,1,0,565,Rejected,High debt-to-income,5,NA,NA,NA
APP00262,SME00262,Trading,Sylhet,2.8,3,2934368,2026-04-03,77172,59426,17746,1268000,48,186450,1255930,0.54,0.67,1.8,0,0,1,643,Rejected,Insufficient collateral,13.9,NA,NA,NA
APP00263,SME00263,Retail,Rajshahi,2.7,3,29901730,2026-04-30,840731,347926,492805,12180000,36,18790,12366546,0.4,1.46,1.7,0,2,1,640,Rejected,High debt-to-income,12.3,NA,NA,NA
APP00264,SME00264,Textiles,Dhaka,6.4,4,896892,2026-06-03,16462,9923,6539,255000,60,87286,251811,0.7,1.54,5.3,0,5,1,722,Rejected,Insufficient collateral,11.6,NA,NA,NA
APP00265,SME00265,Manufacturing,Khulna,11.5,32,706687,2024-01-01,9297,4221,5076,412000,36,297129,514562,3.89,0.44,9,0,6,0,636,Rejected,High debt-to-income,4.3,NA,NA,NA
